county	state	county_comfired	county_new	Death	County_deaths_new	Fatality_ratio
Green Lake	Wisconsin	1	0	0	0	0%
Washburn	Wisconsin	1	0	0	0	0%
Unassigned	Wisconsin	0	0	0	0	0%
Pepin	Wisconsin	0	0	0	0	0%
Richland	South Carolina	736	0	17	0	2.3%
Greenville	South Carolina	558	0	13	0	2.3%
Charleston	South Carolina	412	0	5	0	1.2%
Lexington	South Carolina	294	0	11	0	3.7%
Beaufort	South Carolina	241	0	9	0	3.7%
Spartanburg	South Carolina	237	0	8	0	3.4%
Kershaw	South Carolina	208	0	9	0	4.3%
Sumter	South Carolina	207	0	6	0	2.9%
Horry	South Carolina	196	0	12	0	6.1%
Florence	South Carolina	195	0	8	0	4.1%
York	South Carolina	171	0	3	0	1.8%
Berkeley	South Carolina	152	0	6	0	3.9%
Clarendon	South Carolina	151	0	9	0	6%
Anderson	South Carolina	137	0	6	0	4.4%
Darlington	South Carolina	92	0	0	0	0%
Aiken	South Carolina	84	0	5	0	6%
Dorchester	South Carolina	84	0	1	0	1.2%
Lancaster	South Carolina	79	0	3	0	3.8%
Orangeburg	South Carolina	52	0	0	0	0%
Lee	South Carolina	45	0	5	0	11.1%
Pickens	South Carolina	44	0	0	0	0%
Greenwood	South Carolina	41	0	0	0	0%
Chesterfield	South Carolina	39	0	0	0	0%
Georgetown	South Carolina	36	0	2	0	5.6%
Marlboro	South Carolina	33	0	0	0	0%
Williamsburg	South Carolina	33	0	0	0	0%
Dillon	South Carolina	28	0	0	0	0%
Fairfield	South Carolina	27	0	2	0	7.4%
Chester	South Carolina	26	0	0	0	0%
Union	South Carolina	24	0	0	0	0%
Abbeville	South Carolina	23	0	0	0	0%
Colleton	South Carolina	23	0	2	0	8.7%
Marion	South Carolina	22	0	1	0	4.5%
Edgefield	South Carolina	21	0	1	0	4.8%
Laurens	South Carolina	21	0	1	0	4.8%
Newberry	South Carolina	21	0	1	0	4.8%
Hampton	South Carolina	21	0	0	0	0%
Oconee	South Carolina	20	0	0	0	0%
Saluda	South Carolina	19	0	0	0	0%
Jasper	South Carolina	15	0	1	0	6.7%
Cherokee	South Carolina	13	0	0	0	0%
Barnwell	South Carolina	10	0	0	0	0%
Allendale	South Carolina	7	0	1	0	14.3%
Bamberg	South Carolina	7	0	0	0	0%
Calhoun	South Carolina	6	0	1	0	16.7%
McCormick	South Carolina	6	0	1	0	16.7%
Clark	Nevada	3,314	0	163	0	4.9%
Washoe	Nevada	736	0	22	0	3%
Humboldt	Nevada	34	0	2	0	5.9%
Carson City	Nevada	31	0	1	0	3.2%
Nye	Nevada	31	0	0	0	0%
Lyon	Nevada	20	0	0	0	0%
Douglas	Nevada	17	0	0	0	0%
Elko	Nevada	12	0	1	0	8.3%
Unassigned	Nevada	4	0	5	0	0%
White Pine	Nevada	3	0	0	0	0%
Churchill	Nevada	3	0	1	0	33.3%
Mineral	Nevada	2	0	0	0	0%
Lander	Nevada	1	0	0	0	0%
Lincoln	Nevada	0	0	0	0	0%
Storey	Nevada	0	0	0	0	0%
Eureka	Nevada	0	0	0	0	0%
Pershing	Nevada	0	0	0	0	0%
Polk	Iowa	486	0	20	0	4.1%
Linn	Iowa	479	0	29	0	6.1%
Black Hawk	Iowa	420	0	4	0	1%
Johnson	Iowa	391	0	3	0	0.8%
Muscatine	Iowa	252	0	7	0	2.8%
Louisa	Iowa	251	0	2	0	0.8%
Marshall	Iowa	239	0	0	0	0%
Tama	Iowa	225	0	7	0	3.1%
Scott	Iowa	188	0	3	0	1.6%
Washington	Iowa	124	0	5	0	4%
Woodbury	Iowa	120	0	1	0	0.8%
Dallas	Iowa	67	0	0	0	0%
Jasper	Iowa	55	0	0	0	0%
Dubuque	Iowa	52	0	1	0	1.9%
Allamakee	Iowa	46	0	3	0	6.5%
Clinton	Iowa	44	0	0	0	0%
Bremer	Iowa	34	0	1	0	2.9%
Henry	Iowa	30	0	1	0	3.3%
Cedar	Iowa	27	0	0	0	0%
Benton	Iowa	24	0	1	0	4.2%
Story	Iowa	22	0	0	0	0%
Poweshiek	Iowa	20	0	1	0	5%
Jones	Iowa	18	0	0	0	0%
Pottawattamie	Iowa	18	0	1	0	5.6%
Warren	Iowa	18	0	0	0	0%
Harrison	Iowa	15	0	0	0	0%
Cerro Gordo	Iowa	14	0	0	0	0%
Des Moines	Iowa	13	0	0	0	0%
Iowa	Iowa	13	0	0	0	0%
Buchanan	Iowa	11	0	0	0	0%
Shelby	Iowa	9	0	0	0	0%
Winneshiek	Iowa	9	0	0	0	0%
Plymouth	Iowa	9	0	0	0	0%
Clayton	Iowa	8	0	1	0	12.5%
Mahaska	Iowa	8	0	1	0	12.5%
Van Buren	Iowa	8	0	0	0	0%
Fayette	Iowa	7	0	0	0	0%
Monona	Iowa	7	0	0	0	0%
Sioux	Iowa	7	0	0	0	0%
Jefferson	Iowa	7	0	0	0	0%
Boone	Iowa	6	0	0	0	0%
Crawford	Iowa	6	0	1	0	16.7%
Wapello	Iowa	6	0	0	0	0%
Grundy	Iowa	6	0	0	0	0%
Osceola	Iowa	6	0	0	0	0%
Guthrie	Iowa	5	0	0	0	0%
Jackson	Iowa	5	0	0	0	0%
Page	Iowa	5	0	0	0	0%
Lyon	Iowa	5	0	0	0	0%
Marion	Iowa	5	0	0	0	0%
Hardin	Iowa	4	0	0	0	0%
Howard	Iowa	4	0	0	0	0%
Clay	Iowa	3	0	0	0	0%
Dickinson	Iowa	3	0	0	0	0%
Hancock	Iowa	3	0	0	0	0%
Keokuk	Iowa	3	0	0	0	0%
Madison	Iowa	3	0	1	0	33.3%
Obrien	Iowa	3	0	0	0	0%
Unassigned	Iowa	3	0	0	0	0%
Delaware	Iowa	3	0	0	0	0%
Lee	Iowa	3	0	0	0	0%
Hamilton	Iowa	3	0	0	0	0%
Chickasaw	Iowa	3	0	0	0	0%
Buena Vista	Iowa	3	0	0	0	0%
Appanoose	Iowa	2	0	2	0	100%
Butler	Iowa	2	0	0	0	0%
Mitchell	Iowa	2	0	0	0	0%
Webster	Iowa	2	0	0	0	0%
Wright	Iowa	2	0	0	0	0%
Mills	Iowa	2	0	0	0	0%
Clarke	Iowa	2	0	0	0	0%
Winnebago	Iowa	2	0	0	0	0%
Humboldt	Iowa	2	0	0	0	0%
Adair	Iowa	1	0	0	0	0%
Audubon	Iowa	1	0	0	0	0%
Carroll	Iowa	1	0	0	0	0%
Kossuth	Iowa	1	0	0	0	0%
Montgomery	Iowa	1	0	0	0	0%
Taylor	Iowa	1	0	0	0	0%
Franklin	Iowa	1	0	0	0	0%
Greene	Iowa	1	0	0	0	0%
Worth	Iowa	1	0	0	0	0%
Union	Iowa	1	0	0	0	0%
Cass	Iowa	1	0	0	0	0%
Cherokee	Iowa	1	0	0	0	0%
Salt Lake	Utah	1,889	0	20	0	1.1%
Utah	Utah	611	0	6	0	1%
Summit	Utah	343	0	0	0	0%
Davis	Utah	254	0	2	0	0.8%
Weber-Morgan	Utah	136	0	2	0	1.5%
Wasatch	Utah	127	0	1	0	0.8%
Southwest Utah	Utah	76	0	1	0	1.3%
Bear River	Utah	56	0	1	0	1.8%
Tooele	Utah	46	0	0	0	0%
San Juan	Utah	37	0	2	0	5.4%
Central Utah	Utah	21	0	0	0	0%
TriCounty	Utah	9	0	0	0	0%
Southeast Utah	Utah	7	0	0	0	0%
Unassigned	Utah	0	0	0	0	0%
District of Columbia	Washington, D.C.	3,528	167	153	14	4.3%
Jefferson	Kentucky	1,008	0	78	0	7.7%
Fayette	Kentucky	223	0	8	0	3.6%
Kenton	Kentucky	214	0	16	0	7.5%
Hopkins	Kentucky	157	0	17	0	10.8%
Daviess	Kentucky	133	0	3	0	2.3%
Warren	Kentucky	130	0	0	0	0%
Boone	Kentucky	94	0	2	0	2.1%
Butler	Kentucky	92	0	3	0	3.3%
Christian	Kentucky	86	0	3	0	3.5%
Graves	Kentucky	84	0	7	0	8.3%
Muhlenberg	Kentucky	72	0	3	0	4.2%
Unassigned	Kentucky	69	0	0	0	0%
Campbell	Kentucky	64	0	7	0	10.9%
Adair	Kentucky	63	0	5	0	7.9%
Jackson	Kentucky	58	0	4	0	6.9%
Henderson	Kentucky	40	0	1	0	2.5%
Pulaski	Kentucky	38	0	2	0	5.3%
Bullitt	Kentucky	36	0	2	0	5.6%
Hardin	Kentucky	32	0	0	0	0%
Jessamine	Kentucky	31	0	0	0	0%
Boyd	Kentucky	30	0	3	0	10%
McCracken	Kentucky	30	0	2	0	6.7%
Ohio	Kentucky	26	0	0	0	0%
Grayson	Kentucky	25	0	1	0	4%
Calloway	Kentucky	24	0	1	0	4.2%
Oldham	Kentucky	24	0	0	0	0%
Madison	Kentucky	23	0	1	0	4.3%
Marshall	Kentucky	23	0	0	0	0%
Shelby	Kentucky	23	0	2	0	8.7%
Scott	Kentucky	22	0	0	0	0%
Simpson	Kentucky	22	0	2	0	9.1%
Clark	Kentucky	19	0	0	0	0%
Woodford	Kentucky	19	0	0	0	0%
Grant	Kentucky	18	0	3	0	16.7%
Harrison	Kentucky	17	0	0	0	0%
Webster	Kentucky	16	0	0	0	0%
Russell	Kentucky	16	0	2	0	12.5%
Franklin	Kentucky	14	0	0	0	0%
Lyon	Kentucky	14	0	3	0	21.4%
Nelson	Kentucky	14	0	0	0	0%
Boyle	Kentucky	13	0	0	0	0%
Laurel	Kentucky	13	0	2	0	15.4%
Marion	Kentucky	13	0	0	0	0%
Caldwell	Kentucky	12	0	0	0	0%
McCreary	Kentucky	11	0	0	0	0%
Mercer	Kentucky	11	0	0	0	0%
Rockcastle	Kentucky	11	0	0	0	0%
Greenup	Kentucky	10	0	0	0	0%
Whitley	Kentucky	10	0	0	0	0%
McLean	Kentucky	9	0	1	0	11.1%
Montgomery	Kentucky	9	0	0	0	0%
Spencer	Kentucky	9	0	0	0	0%
Todd	Kentucky	9	0	0	0	0%
Barren	Kentucky	8	0	0	0	0%
Logan	Kentucky	8	0	0	0	0%
Union	Kentucky	8	0	0	0	0%
Anderson	Kentucky	7	0	1	0	14.3%
Bracken	Kentucky	7	0	0	0	0%
Edmonson	Kentucky	7	0	0	0	0%
Bourbon	Kentucky	6	0	1	0	16.7%
Breckinridge	Kentucky	6	0	0	0	0%
Hancock	Kentucky	6	0	0	0	0%
Mason	Kentucky	6	0	0	0	0%
Wayne	Kentucky	6	0	0	0	0%
Pike	Kentucky	6	0	2	0	33.3%
Allen	Kentucky	5	0	0	0	0%
Larue	Kentucky	5	0	0	0	0%
Pendleton	Kentucky	5	0	0	0	0%
Knox	Kentucky	5	0	0	0	0%
Taylor	Kentucky	4	0	0	0	0%
Washington	Kentucky	4	0	0	0	0%
Carter	Kentucky	4	0	0	0	0%
Cumberland	Kentucky	4	0	0	0	0%
Ballard	Kentucky	4	0	0	0	0%
Floyd	Kentucky	4	0	0	0	0%
Knott	Kentucky	4	0	0	0	0%
Lincoln	Kentucky	4	0	1	0	25%
Trigg	Kentucky	4	0	0	0	0%
Lewis	Kentucky	3	0	0	0	0%
Martin	Kentucky	3	0	0	0	0%
Menifee	Kentucky	3	0	0	0	0%
Crittenden	Kentucky	3	0	1	0	33.3%
Henry	Kentucky	3	0	0	0	0%
Perry	Kentucky	3	0	0	0	0%
Meade	Kentucky	3	0	1	0	33.3%
Bath	Kentucky	3	0	0	0	0%
Monroe	Kentucky	3	0	0	0	0%
Breathitt	Kentucky	2	0	0	0	0%
Carroll	Kentucky	2	0	0	0	0%
Clinton	Kentucky	2	0	0	0	0%
Leslie	Kentucky	2	0	0	0	0%
Hart	Kentucky	2	0	0	0	0%
Fleming	Kentucky	2	0	0	0	0%
Rowan	Kentucky	2	0	0	0	0%
Trimble	Kentucky	2	0	0	0	0%
Owsley	Kentucky	2	0	0	0	0%
Hickman	Kentucky	2	0	0	0	0%
Powell	Kentucky	1	0	0	0	0%
Lawrence	Kentucky	1	0	0	0	0%
Nicholas	Kentucky	1	0	0	0	0%
Johnson	Kentucky	1	0	0	0	0%
Green	Kentucky	1	0	0	0	0%
Letcher	Kentucky	1	0	0	0	0%
Gallatin	Kentucky	1	0	0	0	0%
Morgan	Kentucky	1	0	0	0	0%
Casey	Kentucky	1	0	0	0	0%
Garrard	Kentucky	1	0	0	0	0%
Livingston	Kentucky	1	0	0	0	0%
Clay	Kentucky	1	0	0	0	0%
Fulton	Kentucky	1	0	0	0	0%
Carlisle	Kentucky	1	0	0	0	0%
New Castle	Delaware	1,389	0	40	0	2.9%
Sussex	Delaware	1,377	0	37	0	2.7%
Kent	Delaware	539	0	15	0	2.8%
Unassigned	Delaware	3	0	0	0	0%
Oklahoma	Oklahoma	634	0	25	0	3.9%
Tulsa	Oklahoma	454	0	26	0	5.7%
Cleveland	Oklahoma	388	0	26	0	6.7%
Washington	Oklahoma	208	0	13	0	6.3%
Wagoner	Oklahoma	112	0	12	0	10.7%
Delaware	Oklahoma	89	0	9	0	10.1%
Canadian	Oklahoma	86	0	3	0	3.5%
Comanche	Oklahoma	75	0	1	0	1.3%
Creek	Oklahoma	71	0	5	0	7%
Osage	Oklahoma	68	0	8	0	11.8%
Greer	Oklahoma	63	0	6	0	9.5%
Caddo	Oklahoma	53	0	5	0	9.4%
Adair	Oklahoma	50	0	3	0	6%
Kay	Oklahoma	47	0	6	0	12.8%
Texas	Oklahoma	46	0	1	0	2.2%
Rogers	Oklahoma	44	0	3	0	6.8%
Payne	Oklahoma	40	0	0	0	0%
Pottawatomie	Oklahoma	38	0	4	0	10.5%
Grady	Oklahoma	31	0	1	0	3.2%
Ottawa	Oklahoma	29	0	0	0	0%
Mcclain	Oklahoma	28	0	0	0	0%
Pawnee	Oklahoma	28	0	2	0	7.1%
Muskogee	Oklahoma	26	0	4	0	15.4%
Cherokee	Oklahoma	25	0	1	0	4%
Pittsburg	Oklahoma	22	0	2	0	9.1%
Mayes	Oklahoma	19	0	3	0	15.8%
Stephens	Oklahoma	19	0	1	0	5.3%
Nowata	Oklahoma	16	0	0	0	0%
Okmulgee	Oklahoma	16	0	0	0	0%
Garvin	Oklahoma	13	0	0	0	0%
Jackson	Oklahoma	13	0	0	0	0%
Garfield	Oklahoma	11	0	1	0	9.1%
Logan	Oklahoma	11	0	0	0	0%
Custer	Oklahoma	10	0	0	0	0%
Lincoln	Oklahoma	10	0	0	0	0%
Pontotoc	Oklahoma	10	0	1	0	10%
Sequoyah	Oklahoma	10	0	2	0	20%
Craig	Oklahoma	9	0	0	0	0%
Le Flore	Oklahoma	8	0	0	0	0%
Seminole	Oklahoma	8	0	1	0	12.5%
Mccurtain	Oklahoma	8	0	0	0	0%
Bryan	Oklahoma	6	0	1	0	16.7%
Noble	Oklahoma	6	0	0	0	0%
Kingfisher	Oklahoma	6	0	0	0	0%
Cotton	Oklahoma	5	0	1	0	20%
Latimer	Oklahoma	4	0	1	0	25%
Kiowa	Oklahoma	4	0	0	0	0%
Choctaw	Oklahoma	3	0	0	0	0%
Johnston	Oklahoma	3	0	0	0	0%
Haskell	Oklahoma	3	0	0	0	0%
Woods	Oklahoma	3	0	0	0	0%
Beckham	Oklahoma	2	0	0	0	0%
Carter	Oklahoma	2	0	0	0	0%
Love	Oklahoma	2	0	0	0	0%
Woodward	Oklahoma	2	0	0	0	0%
Grant	Oklahoma	2	0	0	0	0%
Major	Oklahoma	2	0	1	0	50%
Mcintosh	Oklahoma	2	0	0	0	0%
Jefferson	Oklahoma	2	0	0	0	0%
Dewey	Oklahoma	2	0	0	0	0%
Marshall	Oklahoma	2	0	0	0	0%
Atoka	Oklahoma	1	0	0	0	0%
Tillman	Oklahoma	1	0	0	0	0%
Beaver	Oklahoma	1	0	0	0	0%
Okfuskee	Oklahoma	1	0	0	0	0%
Alfalfa	Oklahoma	1	0	0	0	0%
Harper	Oklahoma	1	0	0	0	0%
Murray	Oklahoma	1	0	0	0	0%
Cimarron	Oklahoma	1	0	0	0	0%
Out-of-State	Oklahoma	0	0	0	0	0%
Unassigned	Oklahoma	0	0	0	0	0%
Hennepin	Minnesota	1,132	0	123	0	10.9%
Ramsey	Minnesota	235	0	14	0	6%
Olmsted	Minnesota	213	0	5	0	2.3%
Nobles	Minnesota	196	0	1	0	0.5%
Anoka	Minnesota	131	0	2	0	1.5%
Dakota	Minnesota	131	0	6	0	4.6%
Washington	Minnesota	100	0	7	0	7%
Clay	Minnesota	84	0	4	0	4.8%
Winona	Minnesota	62	0	13	0	21%
St. Louis	Minnesota	58	0	10	0	17.2%
Martin	Minnesota	41	0	4	0	9.8%
Carlton	Minnesota	38	0	0	0	0%
Freeborn	Minnesota	33	0	0	0	0%
Wright	Minnesota	32	0	1	0	3.1%
Scott	Minnesota	29	0	1	0	3.4%
Mower	Minnesota	27	0	0	0	0%
Blue Earth	Minnesota	26	0	0	0	0%
Pine	Minnesota	26	0	0	0	0%
Stearns	Minnesota	25	0	0	0	0%
Le Sueur	Minnesota	22	0	0	0	0%
Crow Wing	Minnesota	20	0	0	0	0%
Goodhue	Minnesota	19	0	0	0	0%
Polk	Minnesota	19	0	0	0	0%
Dodge	Minnesota	18	0	0	0	0%
Carver	Minnesota	15	0	0	0	0%
Sherburne	Minnesota	15	0	0	0	0%
Fillmore	Minnesota	12	0	1	0	8.3%
Wilkin	Minnesota	11	0	2	0	18.2%
Steele	Minnesota	10	0	0	0	0%
Brown	Minnesota	8	0	1	0	12.5%
Nicollet	Minnesota	8	0	2	0	25%
Rice	Minnesota	8	0	1	0	12.5%
Wabasha	Minnesota	8	0	0	0	0%
Chisago	Minnesota	7	0	1	0	14.3%
Beltrami	Minnesota	6	0	0	0	0%
Cottonwood	Minnesota	6	0	0	0	0%
Isanti	Minnesota	6	0	0	0	0%
Lyon	Minnesota	6	0	0	0	0%
Otter Tail	Minnesota	6	0	0	0	0%
Norman	Minnesota	6	0	0	0	0%
Cass	Minnesota	5	0	0	0	0%
Jackson	Minnesota	5	0	0	0	0%
Rock	Minnesota	5	0	0	0	0%
Benton	Minnesota	4	0	0	0	0%
Faribault	Minnesota	4	0	0	0	0%
Kandiyohi	Minnesota	4	0	0	0	0%
Watonwan	Minnesota	4	0	0	0	0%
Murray	Minnesota	4	0	0	0	0%
Meeker	Minnesota	3	0	0	0	0%
Renville	Minnesota	3	0	0	0	0%
Waseca	Minnesota	3	0	0	0	0%
Yellow Medicine	Minnesota	3	0	0	0	0%
Unassigned	Minnesota	3	0	0	0	0%
McLeod	Minnesota	3	0	0	0	0%
Todd	Minnesota	3	0	0	0	0%
Clearwater	Minnesota	2	0	0	0	0%
Douglas	Minnesota	2	0	0	0	0%
Itasca	Minnesota	2	0	0	0	0%
Lincoln	Minnesota	2	0	0	0	0%
Traverse	Minnesota	2	0	0	0	0%
Pipestone	Minnesota	2	0	0	0	0%
Becker	Minnesota	2	0	0	0	0%
Big Stone	Minnesota	1	0	0	0	0%
Lac qui Parle	Minnesota	1	0	0	0	0%
Mahnomen	Minnesota	1	0	0	0	0%
Sibley	Minnesota	1	0	0	0	0%
Koochiching	Minnesota	1	0	0	0	0%
Houston	Minnesota	1	0	0	0	0%
Redwood	Minnesota	1	0	0	0	0%
Swift	Minnesota	1	0	0	0	0%
Roseau	Minnesota	1	0	0	0	0%
Red Lake	Minnesota	1	0	0	0	0%
Mille Lacs	Minnesota	1	0	1	0	100%
Aitkin	Minnesota	1	0	0	0	0%
Kittson	Minnesota	1	0	0	0	0%
Marshall	Minnesota	1	0	0	0	0%
Morrison	Minnesota	1	0	0	0	0%
Chippewa	Minnesota	1	0	0	0	0%
Pennington	Minnesota	1	0	0	0	0%
Wyandotte	Kansas	490	0	48	1	9.8%
Johnson	Kansas	415	12	36	0	8.7%
Sedgwick	Kansas	316	0	6	0	1.9%
Ford	Kansas	288	0	0	0	0%
Seward	Kansas	249	0	0	0	0%
Lyon	Kansas	158	0	1	0	0.6%
Leavenworth	Kansas	154	0	3	0	1.9%
Finney	Kansas	127	0	1	0	0.8%
Shawnee	Kansas	100	0	5	0	5%
Coffey	Kansas	48	0	6	0	12.5%
Douglas	Kansas	44	0	0	0	0%
Riley	Kansas	37	0	0	0	0%
Labette	Kansas	20	0	0	0	0%
McPherson	Kansas	20	0	0	0	0%
Reno	Kansas	17	0	0	0	0%
Saline	Kansas	17	0	2	0	11.8%
Butler	Kansas	13	0	0	0	0%
Montgomery	Kansas	13	0	2	0	15.4%
Franklin	Kansas	12	0	0	0	0%
Barton	Kansas	9	0	0	0	0%
Geary	Kansas	9	0	0	0	0%
Kearny	Kansas	9	0	0	0	0%
Atchison	Kansas	8	0	0	0	0%
Pottawatomie	Kansas	8	0	0	0	0%
Ellis	Kansas	8	0	0	0	0%
Cherokee	Kansas	7	0	0	0	0%
Jefferson	Kansas	7	0	0	0	0%
Bourbon	Kansas	6	0	1	0	16.7%
Crawford	Kansas	6	0	1	0	16.7%
Linn	Kansas	6	0	0	0	0%
Stevens	Kansas	6	0	0	0	0%
Wabaunsee	Kansas	6	0	0	0	0%
Haskell	Kansas	6	0	0	0	0%
Harvey	Kansas	5	0	0	0	0%
Osage	Kansas	5	0	0	0	0%
Woodson	Kansas	5	0	0	0	0%
Marion	Kansas	5	0	0	0	0%
Clay	Kansas	4	0	0	0	0%
Jewell	Kansas	4	0	0	0	0%
Miami	Kansas	4	0	0	0	0%
Republic	Kansas	4	0	0	0	0%
Rooks	Kansas	4	0	0	0	0%
Stanton	Kansas	4	0	0	0	0%
Chautauqua	Kansas	3	0	0	0	0%
Doniphan	Kansas	3	0	0	0	0%
Morris	Kansas	3	0	0	0	0%
Ottawa	Kansas	3	0	0	0	0%
Sumner	Kansas	3	0	1	0	33.3%
Cloud	Kansas	3	0	0	0	0%
Mitchell	Kansas	2	0	0	0	0%
Neosho	Kansas	2	0	0	0	0%
Osborne	Kansas	2	0	0	0	0%
Greenwood	Kansas	2	0	0	0	0%
Morton	Kansas	2	0	0	0	0%
Smith	Kansas	2	0	0	0	0%
Sheridan	Kansas	2	0	0	0	0%
Gove	Kansas	1	0	0	0	0%
Jackson	Kansas	1	0	0	0	0%
Pratt	Kansas	1	0	0	0	0%
Stafford	Kansas	1	0	0	0	0%
Cowley	Kansas	1	0	1	0	100%
Barber	Kansas	1	0	0	0	0%
Scott	Kansas	1	0	0	0	0%
Hamilton	Kansas	1	0	0	0	0%
Phillips	Kansas	1	0	0	0	0%
Dickinson	Kansas	1	0	0	0	0%
Sherman	Kansas	1	0	0	0	0%
Chase	Kansas	1	0	0	0	0%
Wilson	Kansas	1	0	0	0	0%
Gray	Kansas	1	0	0	0	0%
Edwards	Kansas	1	0	0	0	0%
Clark	Kansas	1	0	0	0	0%
Kiowa	Kansas	1	0	0	0	0%
Rice	Kansas	1	0	0	0	0%
Unassigned	Kansas	0	0	0	0	0%
Anderson	Kansas	0	0	0	0	0%
Lincoln	Arkansas	631	1	0	0	0%
Pulaski	Arkansas	428	1	12	0	2.8%
Crittenden	Arkansas	159	3	5	0	3.1%
Jefferson	Arkansas	143	1	7	0	4.9%
Unassigned	Arkansas	127	0	0	0	0%
Garland	Arkansas	109	0	0	0	0%
Benton	Arkansas	71	1	0	0	0%
Cleburne	Arkansas	71	0	4	0	5.6%
St. Francis	Arkansas	70	1	0	0	0%
Faulkner	Arkansas	67	0	2	0	3%
Washington	Arkansas	62	0	2	0	3.2%
Craighead	Arkansas	55	0	1	0	1.8%
Saline	Arkansas	51	0	1	0	2%
Lawrence	Arkansas	37	0	1	0	2.7%
Pope	Arkansas	37	0	0	0	0%
Miller	Arkansas	31	0	1	0	3.2%
Lonoke	Arkansas	30	0	0	0	0%
Union	Arkansas	29	0	0	0	0%
White	Arkansas	29	0	1	0	3.4%
Clark	Arkansas	27	0	0	0	0%
Johnson	Arkansas	26	0	0	0	0%
Van Buren	Arkansas	26	0	2	0	7.7%
Desha	Arkansas	14	0	0	0	0%
Randolph	Arkansas	14	0	0	0	0%
Ashley	Arkansas	13	0	0	0	0%
Greene	Arkansas	13	0	0	0	0%
Howard	Arkansas	13	0	0	0	0%
Poinsett	Arkansas	13	0	0	0	0%
Sebastian	Arkansas	12	0	0	0	0%
Cross	Arkansas	11	0	0	0	0%
Grant	Arkansas	11	0	0	0	0%
Drew	Arkansas	10	0	1	0	10%
Sevier	Arkansas	10	0	0	0	0%
Mississippi	Arkansas	10	0	0	0	0%
Hot Spring	Arkansas	9	0	0	0	0%
Cleveland	Arkansas	8	0	0	0	0%
Conway	Arkansas	8	0	1	0	12.5%
Independence	Arkansas	8	0	0	0	0%
Bradley	Arkansas	7	0	1	0	14.3%
Chicot	Arkansas	7	0	0	0	0%
Polk	Arkansas	7	0	0	0	0%
Stone	Arkansas	7	0	0	0	0%
Searcy	Arkansas	6	0	0	0	0%
Lafayette	Arkansas	6	0	0	0	0%
Baxter	Arkansas	5	0	0	0	0%
Columbia	Arkansas	5	0	0	0	0%
Hempstead	Arkansas	5	0	1	0	20%
Ouachita	Arkansas	5	0	0	0	0%
Boone	Arkansas	4	0	0	0	0%
Crawford	Arkansas	4	0	0	0	0%
Monroe	Arkansas	4	0	0	0	0%
Phillips	Arkansas	4	0	1	0	25%
Lee	Arkansas	3	0	1	0	33.3%
Newton	Arkansas	3	0	0	0	0%
Perry	Arkansas	3	0	0	0	0%
Pike	Arkansas	3	0	0	0	0%
Yell	Arkansas	3	0	0	0	0%
Logan	Arkansas	3	0	0	0	0%
Arkansas	Arkansas	2	0	0	0	0%
Carroll	Arkansas	2	0	0	0	0%
Prairie	Arkansas	2	0	0	0	0%
Sharp	Arkansas	2	0	0	0	0%
Izard	Arkansas	2	0	0	0	0%
Nevada	Arkansas	1	0	0	0	0%
Scott	Arkansas	1	0	0	0	0%
Woodruff	Arkansas	1	0	0	0	0%
Dallas	Arkansas	1	0	0	0	0%
Franklin	Arkansas	1	0	0	0	0%
Clay	Arkansas	1	0	0	0	0%
Madison	Arkansas	1	0	0	0	0%
Marion	Arkansas	1	0	0	0	0%
Jackson	Arkansas	1	0	0	0	0%
Fulton	Arkansas	1	0	0	0	0%
Montgomery	Arkansas	0	0	0	0	0%
Bernalillo	New Mexico	631	0	31	0	4.9%
McKinley	New Mexico	573	0	8	0	1.4%
San Juan	New Mexico	390	0	24	0	6.2%
Sandoval	New Mexico	345	0	8	0	2.3%
Santa Fe	New Mexico	96	0	0	0	0%
Dona Ana	New Mexico	88	0	1	0	1.1%
Cibola	New Mexico	38	0	2	0	5.3%
Socorro	New Mexico	38	0	1	0	2.6%
Valencia	New Mexico	38	0	0	0	0%
Chaves	New Mexico	22	0	1	0	4.5%
Taos	New Mexico	17	0	0	0	0%
Grant	New Mexico	14	0	0	0	0%
Torrance	New Mexico	13	0	0	0	0%
Eddy	New Mexico	11	0	1	0	9.1%
Rio Arriba	New Mexico	11	0	0	0	0%
Curry	New Mexico	10	0	0	0	0%
Lea	New Mexico	8	0	0	0	0%
Los Alamos	New Mexico	6	0	0	0	0%
Otero	New Mexico	5	0	0	0	0%
Colfax	New Mexico	5	0	0	0	0%
Roosevelt	New Mexico	4	0	0	0	0%
Quay	New Mexico	4	0	1	0	25%
Luna	New Mexico	3	0	0	0	0%
Guadalupe	New Mexico	3	0	0	0	0%
San Miguel	New Mexico	2	0	0	0	0%
Lincoln	New Mexico	2	0	0	0	0%
Catron	New Mexico	1	0	0	0	0%
Harding	New Mexico	1	0	0	0	0%
Unassigned	New Mexico	0	0	0	0	0%
Hidalgo	New Mexico	0	0	0	0	0%
Hall	Nebraska	647	0	12	0	1.9%
Douglas	Nebraska	327	0	10	0	3.1%
Dawson	Nebraska	256	0	0	0	0%
Dakota	Nebraska	246	0	0	0	0%
Adams	Nebraska	111	0	2	0	1.8%
Lancaster	Nebraska	106	0	1	0	0.9%
Buffalo	Nebraska	70	0	1	0	1.4%
Sarpy	Nebraska	61	0	0	0	0%
Madison	Nebraska	44	0	2	0	4.5%
